този;this one
комбинация;combination
междувременно;in the meantime
насам;here
увеличавам;increase
26;26
докосна;touched
разгледам;consider
изложа;expose
притисна;pressed
повдигна;raised
смяна;change
наймного;at least
Amtsgericht;District Court
27;27
откриване;detection
